name,lat,lon,difficulty,national_park
Sunrise Lakes Trail,37.82575,-119.47,5,Yosemite National Park
Eagle Peak Trail,37.74134,-119.6009,5,Yosemite National Park
Tuolumne Meadows to Yosemite Valley Trail,37.87705,-119.3382,3,Yosemite National Park
Chaos Crags Trail,40.53591,-121.559,3,Lassen Volcanic National Park
Lyell Canyon and Vogelsang Loop Trail,37.87652,-119.3455,5,Yosemite National Park
Lower Chilnualna Falls Trail,37.54834,-119.6339,3,Yosemite National Park
Scorpion Bay to Cavern Point Loop,34.04903,-119.557,1,Channel Islands National Park
Berdoo Canyon,34.0062,-116.0848,3,Joshua Tree National Park
Artists Drive,36.33004,-116.83,1,Death Valley National Park
Mono Pass Trail,37.8909,-119.2629,3,Yosemite National Park
Balconies Trail to Machete Ridge,36.49185,-121.2095,1,Pinnacles National Park
Ostrander Lake Trail,37.66685,-119.6038,3,Yosemite National Park
Tharp's Log Trail,36.55493,-118.7497,3,Sequoia National Park
Pohono Trail Glacier Point to Inspiration Point,37.72686,-119.5738,3,Yosemite National Park
High View Nature Trail,34.07652,-116.399,3,Joshua Tree National Park
Yosemite Valley to Tuolumne Meadows Trail,37.74339,-119.585,3,Yosemite National Park
Buena Vista Trail,36.71824,-118.8968,1,Kings Canyon National Park
Four Mile Trail to Panorama Trail Loop,37.73397,-119.6018,5,Yosemite National Park
Cluster Lakes Loop Trail,40.49452,-121.4232,3,Lassen Volcanic National Park
Lodgepole and Willow Meadow,36.60456,-118.724,1,Sequoia National Park
Swinging Bridge Trail,37.54627,-119.6294,1,Yosemite National Park
Rancheria Falls Trail,37.94624,-119.7879,3,Yosemite National Park
Boiling Springs Lake Loop Trail,40.44391,-121.4046,1,Lassen Volcanic National Park
Joshua Tree National Park Geology OHV Tour Road,34.00616,-116.084,3,Joshua Tree National Park
Nine Lakes Basin Loop Trail,36.59665,-118.7349,5,Sequoia National Park
Cold Boiling Lake Trail to Bumpass Hell Trail,40.45992,-121.4744,3,Lassen Volcanic National Park
Road's End to the Bailey Bridge,36.79439,-118.5839,1,Kings Canyon National Park
Yosemite Grand Tour,37.73897,-119.5727,5,Yosemite National Park
Wawona Meadow Loop Trail,37.53617,-119.6563,1,Yosemite National Park
Merced Grove Trail,37.76321,-119.8422,1,Yosemite National Park
West Valley Loop Trail,37.71652,-119.6511,1,Yosemite National Park
High Peaks and Bear Gulch Loop Trail,36.48104,-121.1814,5,Pinnacles National Park
Desert Queen Mine and Eagle Cliff Boulder House,34.02366,-116.0774,1,Joshua Tree National Park
Bearpaw Meadow to Redwood Meadow Trail,36.52758,-118.751,3,Sequoia National Park
Cap Rock and Gram Parsons Nature Trail,33.98907,-116.1639,1,Joshua Tree National Park
Sunset Rock,36.56491,-118.7728,1,Sequoia National Park
Devil's Golf Course,36.29856,-116.811,1,Death Valley National Park
May Lake from Sunrise Lakes Trailhead,37.82577,-119.4702,3,Yosemite National Park
Paradise Creek Trail,36.52061,-118.7713,1,Sequoia National Park
Artist's Palette,36.33218,-116.8064,1,Death Valley National Park
North Grove Loop Trail,36.74707,-118.9745,1,Kings Canyon National Park
Tuolumne Meadow to Cathedral Pass,37.87324,-119.382,3,Yosemite National Park
Indian Cove Campground Trail,34.09477,-116.1685,1,Joshua Tree National Park
Hotel Creek Trail to Cedar Grove Overlook,36.79343,-118.6687,3,Kings Canyon National Park
Ridge Lakes Trail,40.44875,-121.535,3,Lassen Volcanic National Park
Hall of Horrors,33.99859,-116.145,1,Joshua Tree National Park
Sidewinder Canyon,36.06593,-116.7448,3,Death Valley National Park
Terminal Geyser & Boiling Springs Lake,40.44308,-121.3971,3,Lassen Volcanic National Park
Crystal Lake via Sawtooth Pass Trail,36.45327,-118.5967,5,Sequoia National Park
Ranger Lake,36.60488,-118.7252,3,Sequoia National Park
Cottonwood-Marble Canyon Loop,36.64232,-117.2699,5,Death Valley National Park
Panamint Dunes Trail,36.45381,-117.4512,3,Death Valley National Park
Yosemite Creek Trail,37.82661,-119.5963,3,Yosemite National Park
Old Dale Road,34.12131,-115.7943,5,Joshua Tree National Park
Joshua Tree Boy Scout Trail,34.04114,-116.1858,3,Joshua Tree National Park
Eagle Cliff Mine,34.00957,-116.0558,3,Joshua Tree National Park
East Valley Floor Trail,37.73794,-119.5,1,Yosemite National Park
Mineral King Loop,36.4527,-118.5965,5,Sequoia National Park
Echo Lake Trail,40.49808,-121.4273,3,Lassen Volcanic National Park
Lembert Dome Trail,37.8776,-119.3336,3,Yosemite National Park
Clouds Rest Loop,37.82578,-119.4699,5,Yosemite National Park
"Vernal, Nevada, and Illilouette Fall Route",37.73266,-119.5584,5,Yosemite National Park
Chalone Peak Trail,36.47819,-121.183,3,Pinnacles National Park
Bridalveil Falls from Southside Drive,37.72039,-119.6486,1,Yosemite National Park
Pohnono Trail to Sentinel Dome Trail Loop,37.71235,-119.5863,3,Yosemite National Park
Condor Gulch Trail To Overlook,36.48131,-121.1814,3,Pinnacles National Park
Skunk Cabbage Trail,41.30748,-124.0567,3,Redwood National Park
El Montanon Trail,34.04834,-119.5598,5,Channel Islands National Park
Bearpaw Meadow to Hamilton Lake Trail,36.55472,-118.7488,3,Sequoia National Park
Crescent Meadow Loop Trail,36.55502,-118.7497,1,Sequoia National Park
Ubehebe and Little Hebe Crater Trail,37.01083,-117.454,1,Death Valley National Park
Black Rock Canyon Trail,34.07152,-116.3908,3,Joshua Tree National Park
Pothole Dome Trail,37.87714,-119.3949,1,Yosemite National Park
Tuolumne River Loop: Dana and Lyell Forks,37.87791,-119.3388,1,Yosemite National Park
Panorama Trail,37.72749,-119.5741,5,Yosemite National Park
Potwisha Campground Trail,36.51472,-118.8009,1,Sequoia National Park
Stanford Point Trail,37.7149,-119.6766,5,Yosemite National Park
Paradise Meadow Trail,40.50963,-121.4651,3,Lassen Volcanic National Park
Salt Creek Interpretive Trail,36.5907,-116.9898,1,Death Valley National Park
Mount Williamson Trail,36.72699,-118.27,5,Kings Canyon National Park
Dog Lake Trail,37.8775,-119.3534,1,Yosemite National Park
Park Ridge Trail Panoramic Point to Park Ridge Fire Lookout,36.7538,-118.9464,3,Kings Canyon National Park
First Mosquito Lake Trail,36.44841,-118.5953,5,Sequoia National Park
Dewey Point via McGurk Meadow Trail,37.67062,-119.627,3,Yosemite National Park
Ryan Ranch Trail,33.9887,-116.1539,1,Joshua Tree National Park
Bubbs Creek Trail,36.79437,-118.5839,5,Kings Canyon National Park
"Kings Creek Falls, Bench Lake, and Sifford Lake Loop Trail",40.46058,-121.4593,3,Lassen Volcanic National Park
Butte Lake-Snag Lake-Cinder Cone Loop,40.56518,-121.3016,5,Lassen Volcanic National Park
Taft Point via Glacier Point,37.72756,-119.5744,3,Yosemite National Park
Cold Boiling Lake Trail,40.45994,-121.4742,3,Lassen Volcanic National Park
John Muir Trail: Tuolumne to Reds Meadow,37.86871,-119.3553,5,Yosemite National Park
The Pohono Trail from Inspiration Point,37.71547,-119.6771,5,Yosemite National Park
West Side Loop Trail,34.07305,-116.3916,3,Joshua Tree National Park
Sulphur Works,40.44862,-121.535,1,Lassen Volcanic National Park
John Muir Trail: Happy Isles to Tuolumne Meadows,37.73268,-119.5578,5,Yosemite National Park
Soda Springs and Parsons Lodge Trail,37.87201,-119.3707,1,Yosemite National Park
Middle Fork Kaweah Falls from Hospital Rock,36.52054,-118.7714,5,Sequoia National Park
Pohono Trail: Glacier Point to Dewey Point,37.72709,-119.5757,3,Yosemite National Park
Yurok Loop Trail,41.59422,-124.099,1,Redwood National Park
Cottonwood Spring Nature Trail,33.74456,-115.8123,1,Joshua Tree National Park
Joshua Tree Peak Trail,34.09467,-116.1684,5,Joshua Tree National Park
Garrett's Arch,34.0251,-116.1418,3,Joshua Tree National Park
"Onion Valley, Kearsarge Pass, Forrester Pass, Shepherds Pass Backpacking Trip",36.77243,-118.3413,5,Kings Canyon National Park
Grotto Canyon,36.58239,-117.1043,3,Death Valley National Park
Pinkham Canyon OHV Road,33.74795,-115.8249,3,Joshua Tree National Park
PCT: CA Section I - Tuolumne Meadow to Sonora Pass,37.87745,-119.3538,5,Yosemite National Park
Onion Valley to Gardiner Lake,36.7725,-118.3412,5,Kings Canyon National Park
Santa Cruz Island: Pelican Bay And Prisoners Harbor Trails,34.01755,-119.6832,3,Channel Islands National Park
East Anacapa Island Trail,34.01662,-119.362,1,Channel Islands National Park
Darwin Falls Trail,36.30312,-117.5247,3,Death Valley National Park
Merced Lake Loop Trail,37.72675,-119.5736,3,Yosemite National Park
Waterwheel Falls and Glen Aulin Trail,37.87733,-119.3532,5,Yosemite National Park
Murphy Creek Trail to Polly Dome Lake,37.82721,-119.4689,1,Yosemite National Park
Badger Pass to Glacier Point Trail,37.66476,-119.663,5,Yosemite National Park
Copper Creek Trail,36.79631,-118.5838,5,Kings Canyon National Park
Valley Loop Trail,37.74251,-119.602,1,Yosemite National Park
Mineral King: Black Rock Pass Loop,36.4534,-118.5965,5,Sequoia National Park
Bridalveil Creek Loop Trail,37.66194,-119.6194,3,Yosemite National Park
Seville Lake Trail,36.72313,-118.7655,3,Kings Canyon National Park
Horseshoe Meadow Trail,36.44785,-118.17,5,Sequoia National Park
Pine City Trail,34.02377,-116.0777,3,Joshua Tree National Park
White Chief Canyon Trail,36.44836,-118.5953,5,Sequoia National Park
Happy Isles to Cloud's Rest Loop,37.73468,-119.5658,5,Yosemite National Park
"Terrace, Shadow, and Cliff Lakes",40.47636,-121.479,1,Lassen Volcanic National Park
Contact Mine Trail,34.07219,-116.0328,3,Joshua Tree National Park
Onion Valley Campground to Rae Lakes via Kearsarge Pass,36.77292,-118.339,5,Kings Canyon National Park
Vernal Fall Foot Bridge via Mist and John Muir Trail,37.73275,-119.5578,3,Yosemite National Park
Joshua Tree National Park Scenic Drive,34.13363,-116.3152,1,Joshua Tree National Park
Don Cecil Trail,36.78882,-118.6703,5,Kings Canyon National Park
Manzanita Creek Trail,40.52691,-121.5612,3,Lassen Volcanic National Park
Mariposa Cabin Trail,37.5059,-119.5994,1,Yosemite National Park
"Old Pinnacles, Balconies Cliffs, Juniper Canyon, High Peaks and Bench Trail Loop",36.49488,-121.173,5,Pinnacles National Park
Tuolumne River Trail,37.87584,-119.3918,1,Yosemite National Park
Scorpion Canyon Loop Trail,34.04985,-119.5564,3,Channel Islands National Park
Waterwheel Falls Trail,37.87205,-119.3707,3,Yosemite National Park
May Lake to Glen Aulin Trail,37.81161,-119.5089,3,Yosemite National Park
California Riding and Hiking Trail,34.07328,-116.3905,5,Joshua Tree National Park
Horseshoe Meadows to Mount Whitney and Whitney Portal Trailhead via New Army Pass,36.45306,-118.169,5,Sequoia National Park
McGurk Meadow Trail,37.67052,-119.6279,1,Yosemite National Park
Lukens Lake Trail,37.8512,-119.6154,1,Yosemite National Park
Mount Harkness Loop Trail,40.45104,-121.2954,3,Lassen Volcanic National Park
Fall Canyon Trail,36.8222,-117.1739,3,Death Valley National Park
Dolason Prairie Trail,41.20545,-123.9504,3,Redwood National Park
Skull Rock Discovery Trail,33.99795,-116.0601,1,Joshua Tree National Park
Sugar Pine Trail,36.55501,-118.7492,1,Sequoia National Park
Lassen Volcanic National Park Scenic Drive,40.31167,-121.2272,1,Lassen Volcanic National Park
Waterwheel Falls and the Grand Canyon of the Tuolumne Trail,37.87752,-119.354,5,Yosemite National Park
Bear Hill Trail,36.56535,-118.7739,1,Sequoia National Park
Sequoia Lake Trail,36.74012,-118.9628,1,Kings Canyon National Park
The High Sierra Camp Loop Trail,37.87749,-119.353,3,Yosemite National Park
"Mirror Lake, Snow Creek, and Upper Yosemite Falls Loop",37.74001,-119.5642,5,Yosemite National Park
Klamath Overlook,41.55436,-124.0865,1,Redwood National Park
Sawtooth Pass Trail to Columbine Lake,36.45331,-118.5968,5,Sequoia National Park
Hidden Valley Campground to Barker Dam Nature Trail,34.01578,-116.1627,1,Joshua Tree National Park
Glacier Point to Union Point,37.72707,-119.5752,3,Yosemite National Park
Echo Pass and Inyo Mine OHV Loop,36.51645,-116.6786,3,Death Valley National Park
Lembert Dome from Tuolomne Meadows Lodge Road,37.87804,-119.3388,3,Yosemite National Park
Del Norte and Montanon Trail to Scorpion Campgroud,34.01796,-119.6826,5,Channel Islands National Park
Garfield Grove Trail,36.3497,-118.7651,5,Sequoia National Park
"Dewey, Crocker, and Stanford Point via the Pohono Trail",37.67052,-119.6279,3,Yosemite National Park
Lookout Peak Hike,36.76906,-118.7172,3,Sequoia National Park
Alder Creek Loop Trail,37.57543,-119.6806,3,Yosemite National Park
Nelson Lake Trail,37.87079,-119.3559,3,Yosemite National Park
Panoramic Point,36.75378,-118.9465,1,Kings Canyon National Park
Little Nellie Falls Trail,37.70313,-119.7544,3,Yosemite National Park
Glacier Point to Half Dome,37.72736,-119.575,5,Yosemite National Park
Cathedral Lakes to Clouds Rest,37.87197,-119.3836,5,Yosemite National Park
Alder Creek Falls,36.02707,-118.5152,1,Sequoia National Park
Granite Lake and Granite Pass Trail,36.79423,-118.5824,5,Kings Canyon National Park
Tamarack Flat to El Capitan,37.75163,-119.7365,3,Yosemite National Park
Eureka Peak Trail,34.07332,-116.3903,5,Joshua Tree National Park
North Dome Trail via Upper Yosemite Falls Trail,37.74255,-119.6023,5,Yosemite National Park
Zabriskie Point and Gower Gulch Path Loop,36.42082,-116.8101,3,Death Valley National Park
Timber Gap Trail,36.45331,-118.596,5,Sequoia National Park
Samuelsons Rocks Trail,34.0616,-116.2275,3,Joshua Tree National Park
Oasis of Mara Nature Trail,34.12848,-116.0373,1,Joshua Tree National Park
"Butte Lake, Snag Lake, Twin Lake, Silver Lake Loop",40.56631,-121.297,5,Lassen Volcanic National Park
Harmony Borax Works,36.47987,-116.873,1,Death Valley National Park
Corkscrew Peak,36.73892,-116.9682,5,Death Valley National Park
Clark Range Circuit,37.53083,-119.4472,5,Yosemite National Park
Cold Springs Nature Trail,36.45143,-118.6114,1,Sequoia National Park
Porcupine Wash Ruby Lee Mill Site Trail,33.84607,-115.7775,3,Joshua Tree National Park
Tunnel View to Dewey Point,37.71513,-119.6766,5,Yosemite National Park
"Summit, Horshoe, Snag, Cinder Cone, Rainbow, Twin, and Echo Lakes Loop",40.49788,-121.4271,3,Lassen Volcanic National Park
Crown Prince Lookout Trail,33.99185,-116.0678,1,Joshua Tree National Park
Juniper Canyon Trail to High Peaks Trail Loop,36.49163,-121.2094,5,Pinnacles National Park
Kings Canyon National Scenic Byway,36.71731,-118.963,3,Kings Canyon National Park
Vogelsang Camp to Merced Lake Trail,37.79547,-119.3457,5,Yosemite National Park
Paradise Ridge Trail,36.46502,-118.6717,3,Sequoia National Park
Sneakeye Spring Trail,34.09453,-116.1685,3,Joshua Tree National Park
Mount Gould Trail,36.77248,-118.3413,5,Kings Canyon National Park
Willow Canyon Trail,36.06574,-116.7447,3,Death Valley National Park
Evelyn Lake Trail,36.46454,-118.6671,5,Sequoia National Park
Deadman Canyon Backpack Trip,36.60488,-118.724,5,Sequoia National Park
"Summit Lake, Horshoe Lake, Snag Lake, Cinder Cone, Twin Lakes, and Echo Lake loop",40.49811,-121.427,5,Lassen Volcanic National Park
Berry Glen and Lady Bird Grove Trail,41.31742,-124.0407,3,Redwood National Park
Crane Flat Lookout Trail,37.74759,-119.804,1,Yosemite National Park
Saline Valley Hot Spring,36.83402,-117.7385,1,Death Valley National Park
Rainbow Lake Trail,40.49451,-121.4231,3,Lassen Volcanic National Park
Flint Ridge Section Trail,41.52392,-124.0456,3,Redwood National Park
Shadow Lake Trail,40.47637,-121.4791,1,Lassen Volcanic National Park
California Riding and Hiking Trail: Keys View Road to Pinto Basin Road,33.97758,-116.1659,3,Joshua Tree National Park
Old Big Oak Flat Access Road,37.72521,-119.6445,5,Yosemite National Park
Bajada Nature Walk,33.68143,-115.8017,3,Joshua Tree National Park
Mount Lyell,37.87817,-119.338,5,Yosemite National Park
Lucky Boy Vista Trail to Elton Mine,34.01797,-116.0824,1,Joshua Tree National Park
Merced Lake to Sunrise Camp Trail,37.73837,-119.4063,5,Yosemite National Park
Merced Lake Trail,37.73468,-119.5657,5,Yosemite National Park
Beehive Meadow Trail,37.94667,-119.7872,3,Yosemite National Park
Middle Fork Kaweah Trail,36.52367,-118.7654,5,Sequoia National Park
Hospital Rock to Potwisha Trail,36.52073,-118.7716,1,Sequoia National Park
Mount Bob Loop from Indian Cove Campground,34.09708,-116.1567,5,Joshua Tree National Park
The Clark Range and Red Peak Pass Trail,37.72967,-119.5596,5,Yosemite National Park
Bullfrog Lake,36.7725,-118.3411,5,Kings Canyon National Park
Yosemite Falls Trail to North Dome,37.74299,-119.603,5,Yosemite National Park
Lukens Lake from White Wolf,37.86981,-119.6488,1,Yosemite National Park
Vogelsang Lake and Volesang Pass Trail,37.87063,-119.355,3,Yosemite National Park
Mill Creek Horse Trail,41.75723,-124.1459,5,Redwood National Park
Big Pine Trail,34.08099,-116.2423,3,Joshua Tree National Park
Last Chance California Coastal Trail,41.70647,-124.1432,3,Redwood National Park
Racetrack Valley OHV Road,37.0128,-117.4577,3,Death Valley National Park
"Mist Trail, Cloud Rest, May Lake and Snow Creek Loop",37.74234,-119.5578,5,Yosemite National Park
Eagle and Mosquito Lakes,36.44882,-118.5954,5,Sequoia National Park
Quail Mountain via Juniper Flats,33.97674,-116.1649,5,Joshua Tree National Park
Texas Springs Trail,36.45958,-116.8523,1,Death Valley National Park
Reflection Lake Trail,40.538,-121.5675,1,Lassen Volcanic National Park
High Peaks Trail to Old Pinnacles Trail to Condor Gulch Trail Loop,36.4785,-121.1836,5,Pinnacles National Park
Goler Canyon OHV Road,35.85897,-117.1797,3,Death Valley National Park
Dewey Point Trail,37.67445,-119.6512,3,Yosemite National Park
Mariposa Grove to Wawona Lodge,37.53649,-119.6561,3,Yosemite National Park
Death Valley West Side OHV Road,35.93775,-116.7046,1,Death Valley National Park
Stubby Springs Loop,33.97667,-116.1652,3,Joshua Tree National Park
Brooklyn Mine OHV Trail,33.97667,-115.6812,3,Joshua Tree National Park
"Snow Creek Falls, Tenaya Lake, Yosemite Valley via JMT",37.73945,-119.56,5,Yosemite National Park
